Stat,Account,No,Date,Net due dt,LC amnt,DD,CCAr,PayT,Type
**,18881597,,,,14
**,18881597,,,,2
**,276407,,,,12
**,276407,,,,8
**,1017159467,,,,86.92-,,1098,,,
**,1017159484,,,,41
**,1017159486,,,,1599
**,1018159959,,,,14
**,1018159959,,,,14
**,1018159969,,,,15
**,10190445,,,,808
**,10190445,,,,25
**,10190447,,,,501
**,1019045159,,,,159
**,101912159159,,,,5
**,1019121594,,,,197
**,1019121594,,,,6
**,10191241,,,,877
**,1021592650,,,,11
**,1021592845,,,,517
**,1021592857,,,,11
**,102159289159,,,,7
**,10262940,,,,6
**,10262940,,,,9
**,10262949,,,,6
**,1026297159,,,,4
**,1026297159,,,,6
**,10262975,,,,11
**,10262975,,,,8
**,10262978,,,,7
**,10262978,,,,159159
**,10269729,,,,9
**,1026971590,,,,1591595
**,10269752,,,,812
**,1029221590,,,,7
**,102922159159,,,,11
**,27902919,,,,25
**,27902919,,,,7
**,279029159159,,,,6
**,2790291598,,,,5
**,2791595058,,,,2
**,2791595059,,,,4
**,2791595060,,,,159
**,2791595065,,,,151
**,2791595068,,,,884
**,2791595069,,,,92
**,2791595071,,,,0.00,,109159,,,
**,2791595075,,,,92
**,2791595077,,,,615
**,2791595587,,,,5
**,2791595589,,,,128
**,2791595590,,,,11595.24-,,1097,,,
**,2791595590,,,,0.04,,1098,,,
**,2791595591,,,,6
**,2791595592,,,,0.00,,1097,,,
**,2791595596,,,,5
**,2791595598,,,,762
**,2791595598,,,,688
**,2791595602,,,,5
**,279159560159,,,,7
**,2791595605,,,,11
**,2791595606,,,,94159
**,2791595609,,,,9
**,2791595609,,,,1
**,279159561159,,,,15
**,2791595615,,,,5
**,2791595618,,,,6
**,2791595621,,,,1
**,2791595624,,,,1591
**,2791595624,,,,159
**,279159561594,,,,1
**,279159561599,,,,15949
**,279159561599,,,,1
**,2791595640,,,,7
**,2791595640,,,,159
**,2791595641,,,,159159
**,2791595646,,,,7
**,2791595650,,,,7
**,2791595651,,,,1
**,2791595651,,,,2
**,2791595862,,,,1
**,2791595862,,,,12
**,2791596228,,,,2
**,2791596228,,,,1
**,279159615908,,,,7
**,2791596601,,,,0.00,,1097,,,
**,2791598054,,,,8
**,2791599444,,,,2
**,2791599444,,,,6
**,2791599487,,,,5
**,2791599487,,,,1
**,2791599824,,,,0.00,,1097,,,
**,2794022159,,,,8
**,27940279,,,,2
**,27940279,,,,1590
**,2794015950,,,,490
**,2794015950,,,,11594
**,2794162159,,,,2
**,2794162159,,,,5
**,27941864,,,,7
**,27944258,,,,14
**,27944258,,,,29
**,27947112,,,,12
**,27957878,,,,1
**,27957878,,,,159
**,27961226,,,,1598
**,27961226,,,,90
**,2796115961,,,,1
**,2796115961,,,,5
**,27961400,,,,71
**,27961400,,,,10
**,2796146159,,,,2159
**,27961465,,,,4
**,27961465,,,,2
**,27966787,,,,2
**,27966819,,,,159
**,2797015915,,,,159
**,2797015915,,,,159
**,27970541,,,,16
**,27970541,,,,65
**,2797124159,,,,1
**,27971244,,,,0.00,,1098,,,
**,2797159679,,,,54
**,27977705,,,,52
**,27990874,,,,20
**,27991117,,,,10
**,27991117,,,,7
**,27991292,,,,260
**,2799159820,,,,81.75-,,1097,,,
**,27995762,,,,159
**,27995762,,,,928.61-,,1098,,,
**,27997110,,,,56
**,27997110,,,,5
**,2799711598,,,,5
**,27997599,,,,0.02-,,1097,,,
**,27997599,,,,5
**,27998680,,,,2
**,27998680,,,,1
**,27998771,,,,18
**,27998774,,,,2
**,27998892,,,,9
**,27999575,,,,41159
**,662141595,,,,12
**,6622254,,,,1
**,66215901595,,,,2
**,662515979,,,,6
**,6625572,,,,4
**,6625745,,,,27
**,6625745,,,,4
**,6627008,,,,0.00,,1097,,,
**,662701159,,,,0.00,,1097,,,
**,6627015,,,,6
**,6627016,,,,118
**,6627017,,,,2
**,6627021,,,,166
**,662702159,,,,1
**,6627025,,,,159
**,6627028,,,,1159
**,662701592,,,,8
**,66270159159,,,,678
**,6627041,,,,15928
**,662704159,,,,1
**,6627045,,,,688.41-,,1097,,,
**,6627046,,,,1
**,6627050,,,,8
**,662705159,,,,578
**,6627057,,,,2159159.09-,,1097,,,
**,6627058,,,,5
**,662706159,,,,1
**,6627064,,,,885
**,6627066,,,,659
**,6627067,,,,2
**,6627069,,,,159
**,6627070,,,,4
**,6627468,,,,9.1599-,,1098,,,
**,6627490,,,,0.00,,1097,,,
**,6627492,,,,8
**,1598621,,,,14
**,314715976,,,,625
**,314715976,,,,159
**,3147615,,,,96
**,3148281,,,,2
**,159590010,,,,9
**,159591252,,,,2
**,159592702,,,,101
**,15959159291,,,,1
****,,,,,811572
